address,wallet_tokens,native_eth,native_eth_observed,charter_count,branches,pending_tokens,deposited_tokens_lifetime,licenses_bought_lifetime,buy_tokens_lifetime,buy_tokens_6h,buy_pool_eth_lifetime,buy_pool_eth_6h,buy_count_6h,sell_tokens_lifetime,sell_tokens_6h,sell_pool_eth_lifetime,sell_pool_eth_6h,sell_count_6h,cohort,first_pool_buy_utc_approx,inventory_own_pool_buy,inventory_transferred_pool_buy,inventory_branch_withdrawal,inventory_transferred_branch_withdrawal,inventory_initial_allocation,inventory_transferred_allocation,inventory_other_custody_or_unresolved,inventory_own_other_pool_buy,inventory_transferred_other_pool_buy
0xfc3c962fad2c1cc77f1a0d46e7b8a2de79a21774,588861.1418923035,33.238128027112076,True,3,3,2261.4561811848307,0.0,0,1414697.1673744596,588861.1418923035,94.820576,58.604,6,825835.7555063223,0.0,108.12969474939206,0.0,0,charter_operator,2026-09-15T01:01:47.184983730+00:00,588861.1418923035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xefa988eabbb2b768ab95ce5a194a910b0050f377,498141.62523416925,52.822094410508676,True,1,4,3009.8569267379034,35771.11,3,2003567.0134441848,498141.62523416925,226.43854199999998,53.361,11,1445654.2782100155,0.0,220.72455602200847,0.0,0,charter_operator,2026-09-15T01:02:35.313548326+00:00,498141.6252341693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xa2ee0d9d3da9b93aea50418b25a2c68d03d3fa94,376751.5042976814,0.07043711706025273,True,0,0,0.0,0.0,0,376751.5042976813,376751.5042976813,48.216,48.216,10,0.0,0.0,0.0,0.0,0,net_buyer,2026-09-15T23:42:42+00:00,376751.5042976813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xd852e3a7a2abca6aecd0fa39147851ae96eba5d7,2.2e-17,125.88811529358748,True,1,1,753.8187270616103,0.0,0,344941.9710255504,344941.9710255504,39.2,39.2,2,0.0,0.0,0.0,0.0,0,charter_operator,2026-09-16T04:12:34.431600094+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x6f97b7de6be7b7771e975e46bae96c35e332e172,655957.5626618329,0.1400497089028454,True,2,2,1507.6374541232206,0.0,0,537002.5777232721,326418.6670420944,61.67481749728676,36.33818483078591,6,0.0,0.0,0.0,0.0,0,charter_operator,2026-09-15T01:13:40.462806463+00:00,536869.3224873964,1062.1395901409512,0.0,0.0,0.0,0.0,61013.073049663646,56120.81344809302,892.2140865388374
0xfb0d8b94027c5109ae89c5f08b025cc598cf6f49,259994.97879839392,76.58870885909661,True,0,0,0.0,0.0,0,1269348.0830476217,259994.9787983939,67.044285,29.20302,6,895483.7036307324,0.0,73.1866536415463,0.0,0,net_buyer,2026-09-15T01:00:42.105549574+00:00,259994.9787983939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x5638484ba2d2f1d1d35020572b0aa439a9869192,764634.9474342996,76.33771781807022,True,0,0,0.0,0.0,0,1266453.6267219542,246261.54838107777,50.83117031062851,29.106,3,850763.7482107423,254107.45465956884,109.34038557834134,28.23452856253754,6,two_way_trader,2026-09-15T01:01:43.795429707+00:00,216204.43014051893,548430.5172937807,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x3d3809bbcc6e2d5ab9fd4c19ec23cb0c15169e69,278143.0629876628,8.143215833219367,True,0,0,0.0,0.0,0,808653.5000473163,262280.450107321,80.563527,25.322219999999998,33,546373.0499399953,0.0,73.00593172944029,0.0,0,net_buyer,2026-09-15T01:17:36.859814405+00:00,262280.450107321,82.98961291076931,0.0,0.0,0.0,0.0,385.1983150751536,15387.085507124222,7.339445231609059
0x4ff25ae1b4bf1cee786d5458b43f116d3203d374,0.0,23.12448882746169,True,2,5,3763.697987894368,35802.06,3,942293.6313676217,229362.9225080453,90.82776092765783,24.34223410935896,3,813641.4486382859,307288.0483902477,104.27714575638326,34.63186534020094,5,charter_operator,2026-09-15T01:01:09.415669203+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xafa0adb782345aaa73d9341f6b5c0da0afcedec6,0.0,7.612649260427695,True,0,0,0.0,0.0,0,299938.67416374444,205983.89273826077,29.0214342,23.2848,8,0.0,0.0,0.0,0.0,0,net_buyer,2026-09-15T01:02:20.541935444+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
