address,wallet_tokens,native_eth,native_eth_observed,charter_count,branches,pending_tokens,deposited_tokens_lifetime,licenses_bought_lifetime,buy_tokens_lifetime,buy_tokens_6h,buy_pool_eth_lifetime,buy_pool_eth_6h,buy_count_6h,sell_tokens_lifetime,sell_tokens_6h,sell_pool_eth_lifetime,sell_pool_eth_6h,sell_count_6h,cohort,first_pool_buy_utc_approx,inventory_own_pool_buy,inventory_transferred_pool_buy,inventory_branch_withdrawal,inventory_transferred_branch_withdrawal,inventory_initial_allocation,inventory_transferred_allocation,inventory_other_custody_or_unresolved,inventory_own_other_pool_buy,inventory_transferred_other_pool_buy
0x6f97b7de6be7b7771e975e46bae96c35e332e172,655957.5626618329,0.5545092946920948,True,2,2,1373.2959168377863,0.0,0,537002.5777232721,532348.6144121392,61.67481749728676,60.98511905369733,12,0.0,0.0,0.0,0.0,0,charter_operator,2026-09-15T01:13:40.462806463+00:00,536869.3224873964,1062.1395901409512,0.0,0.0,0.0,0.0,61013.073049663646,56120.81344809302,892.2140865388374
0xa2ee0d9d3da9b93aea50418b25a2c68d03d3fa94,376751.5042976814,0.07043711706025273,True,0,0,0.0,0.0,0,376751.5042976813,376751.5042976813,48.216,48.216,10,0.0,0.0,0.0,0.0,0,net_buyer,2026-09-15T23:42:42+00:00,376751.5042976813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x8f5369de2ca0c17a722c43d1e02ee9ac7a16c763,437363.97570068267,0.3577192981866722,True,0,0,0.0,0.0,0,296024.48039018095,296024.48039018095,35.726277107225066,35.726277107225066,4,0.0,0.0,0.0,0.0,0,net_buyer,2026-09-15T22:59:17+00:00,296024.48039018095,1252.9020019981042,0.0,0.0,0.0,0.0,128555.20378835996,11531.389520143637,0.0
0x5638484ba2d2f1d1d35020572b0aa439a9869192,1018742.4020938685,49.32454396860809,True,0,0,0.0,0.0,0,1266453.6267219542,246261.54838107777,50.83117031062851,29.106,3,596656.2935511734,0.0,81.10585701580379,0.0,0,net_buyer,2026-09-15T01:01:43.795429707+00:00,288054.60859950236,730687.793494366,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xafa0adb782345aaa73d9341f6b5c0da0afcedec6,0.0,7.613000617919147,True,0,0,0.0,0.0,0,299938.67416374444,205983.89273826077,29.0214342,23.2848,8,0.0,0.0,0.0,0.0,0,net_buyer,2026-09-15T01:02:20.541935444+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x3d3809bbcc6e2d5ab9fd4c19ec23cb0c15169e69,211290.58605303793,6.388079308938474,True,0,0,0.0,0.0,0,742276.550485909,195903.5005459137,74.160207,18.918899999999997,17,546373.0499399953,0.0,73.00593172944029,0.0,0,net_buyer,2026-09-15T01:17:36.859814405+00:00,195903.50054591367,0.0,0.0,0.0,0.0,0.0,0.0,15387.085507124222,0.0
0x5320bedc1980f5b56d6bdea71a450a287493142f,211157.52995292103,79.55239763082055,True,0,0,0.0,0.0,0,211157.52995292106,163818.88280616928,23.2848,17.4636,6,0.0,0.0,0.0,0.0,0,net_buyer,2026-09-15T17:06:51+00:00,211157.52995292103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x153b93374f4e8edb54ba0569e6ea6b46e5e46a5d,0.0,7.135046622326862,True,1,2,1375.4301247625551,11952.769999999999,1,146191.35159549923,129712.89188905309,15.44242780260548,15.086151552605479,5,159779.76640715255,155254.0767007064,15.703271404563285,14.99905963797892,1,charter_operator,2026-09-15T01:03:22.295483828+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0xeb456428815f395e6f02d4982f5521116c89c620,217326.0894720536,1.2259436067242986,True,1,2,49376.388417826216,59894.89,1,203204.09688526634,132681.57800659182,18.42912467012965,14.83131242317542,6,0.0,0.0,0.0,0.0,0,charter_operator,2026-09-15T01:04:31.434838772+00:00,149790.97184490436,2027.103841063852,0.0,0.0,0.0,0.0,64217.43535048366,1290.578435601762,0.0
0x681d22c5e615c7a876026ceba3dc36c6dde5b97d,100125.43498426022,6.092389026211134,True,0,0,0.0,0.0,0,302363.4277733079,91125.00607800928,41.0815866175951,11.319,5,195755.0,91000.0,24.541861844481367,9.055677411348185,3,two_way_trader,2026-09-15T01:34:47+00:00,87580.76548399925,6307.696314703542,0.0,0.0,0.0,0.0,6236.973185557417,0.0,0.0
