hour,price,eth_principal,token_principal,sqrt,scale,branches,charters,remaining_slots,pending,withdrawn_7d,protected_branch_balance,protected_branch_count,resolution_fee_small,buy_tax,sell_tax,multiplier,banker_cash,speculator_cash,banker_inventory,speculator_inventory,prospective_cash,contraction_eth,expansion_eth,pol_eth,team_eth,unallocated_hook_fees,uncollected_lp_eth,uncollected_lp_tokens,issued,physical_burned,ledger_burned,recycle_buffer,momentum_day,forecast_price_7d,eth_accounting_error,token_accounting_error,ledger_accounting_error,pool_buy_eth,pool_sell_eth_gross,pol_added_eth,spec_buy_eth,spec_sell_eth,license_buy_eth,prefund_buy_eth,banker_inventory_sell_eth,withdraw_sell_eth,buyback_eth,pol_buy_eth,charter_eth,new_capital_eth,licenses_internal,licenses_external,license_tokens_internal,license_tokens_inventory,license_tokens_fresh,prefund_tokens,branches_retired,charters_created,gross_withdrawn,resolution_fee_tokens,hook_tax_eth,lp_fee_eth,lp_fee_tokens,licenses_bought,phase
0.0,0.0001849385838709796,3352.87912897183,23460570.301330138,73.53366904231206,1.0,1099,999,8891,887398.7644437979,12072.04242844939,242.94800759541397,1,0.020099109410085685,0.02,0.03,1.0,0.0,10000.0,0.0,74624461.04001313,1000,111.7189937774005,111.7189937774005,0.0,0.0,0.0,0.0,0.0,179853.00925925927,0.0,0.0,121.23062405312744,1.4146164664070873,0.0019389903208522658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,initial
1.0,0.0002001633854854359,3529.253208354546,22543875.122668594,70.68181305677203,1.0,1099,999,8891,916565.4311104645,12072.04242844939,269.4872857270488,1,0.020099109410085685,0.02,0.03,1.0,0.0,9812.852985915437,0.0,75536511.56944354,1000,111.7189937774005,111.7189937774005,0.0,0.0,8.100393035185302,2.672541666666666,4644.649231145032,209019.67592592593,0.0,0.0,121.23062405312744,1.4533171767936912,0.0019375534343077307,5.4569682106375694e-12,1.4901161193847656e-08,-3.637978807091713e-11,264.58162499999986,88.2075456172879,0.0,272.7083333333333,85.56131924876928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.100393035185302,2.672541666666666,4644.649231145032,0.0,after_actions
2.0,0.00021540064855676217,3699.305917186451,21724904.998821825,68.13597842227354,1.0,1099,999,8891,945732.0977771312,12072.04242844939,296.02656385868363,1,0.020099109410085685,0.02,0.03,1.0,0.0,9631.83770126516,0.0,76350875.58864392,1000,111.7189937774005,111.7189937774005,0.0,0.0,16.390427186894986,5.345083333333332,9250.753877525724,238186.34259259258,0.0,0.0,121.23062405312744,1.4779005119821356,0.0019360141648864318,9.094947017729282e-12,0.0,4.3655745685100555e-11,264.58162499999986,94.5289161681003,0.0,272.7083333333333,91.69304868305727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.290034151709676,2.672541666666666,4606.10464638069,0.0,after_actions
3.0,0.00023062796752895538,3863.1941918154007,20989590.161635105,65.84821613249959,1.0,1099,999,8891,974898.764443798,12072.04242844939,322.56584199031846,1,0.020099109410085685,0.02,0.03,1.0,0.0,9456.80191779175,0.0,77081622.5458988,1000,111.7189937774005,111.7189937774005,0.0,0.0,24.865394364693323,8.017624999999999,13818.633809371382,267353.00925925927,0.0,0.0,121.23062405312744,1.4908090247208088,0.0019343751891957616,1.4551915228366852e-11,0.0,1.1641532182693481e-10,264.58162499999986,100.6933503710552,0.0,272.7083333333333,97.67254985992355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.474967177798321,2.672541666666666,4567.879931845662,0.0,after_actions
4.0,0.0002457861467440861,4020.8369983474445,20327465.94568906,63.78540236692214,1.0,1099,999,8891,1004065.4311104643,12072.04242844939,349.1051201219533,1,0.020099109410085685,0.02,0.03,1.0,0.0,9287.824238372341,0.0,77739216.78941181,1000,111.7189937774005,111.7189937774005,0.0,0.0,33.527725585398834,10.690166666666665,18348.606242401896,296519.67592592596,0.0,0.0,121.23062405312744,1.4937620933050266,0.0019326353165961387,2.000888343900442e-11,0.0,-2.6193447411060333e-10,264.58162499999986,106.93881846796103,0.0,272.7083333333333,103.7306539139222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.662331220705497,2.672541666666666,4529.9724330305235,0.0,after_actions
5.0,0.0002608697120097006,4172.947726401767,19726749.77834981,61.91390131709609,1.0,1099,999,8891,1033232.0977771311,12072.04242844939,375.6443982535881,1,0.020099109410085685,0.02,0.03,1.0,0.0,9124.212675076316,0.0,78335440.5772336,1000,111.7189937774005,111.7189937774005,0.0,0.0,42.35601916043588,13.36270833333333,22840.98575985674,325686.34259259264,0.0,0.0,121.23062405312744,1.488617761348335,0.0019308062828238565,2.1827872842550278e-11,-1.4901161193847656e-08,-5.820766091346741e-11,264.58162499999986,112.4708969456783,0.0,272.7083333333333,109.09677003730795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.828293575037016,2.672541666666666,4492.379517454844,0.0,after_actions
6.0,0.0002758168135403128,4319.305091361484,19181124.937224254,60.2129120882422,1.0,1099,999,8891,1062398.7644437978,12072.04242844939,402.18367638522295,1,0.020099109410085685,0.02,0.03,1.0,0.0,8966.181873982046,0.0,78876610.31978467,1000,111.7189937774005,111.7189937774005,0.0,0.0,51.35691362831071,16.035249999999998,27296.08433434112,354853.0092592593,0.0,0.0,121.23062405312744,1.4765094626224742,0.001928884619699206,1.2732925824820995e-11,0.0,-8.731149137020111e-11,264.58162499999986,118.22426004027147,0.0,272.7083333333333,114.67753223906334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.000894467874812,2.672541666666666,4455.09857448438,0.0,after_actions
7.0,0.0002904862223647811,4459.0951023073485,18687265.705087136,58.67285624942211,1.0,1099,999,8891,1091565.4311104645,12072.04242844939,428.7229545168578,1,0.020099109410085685,0.02,0.03,1.0,0.0,8814.52140628122,0.0,79366051.42490664,1000,111.7189937774005,111.7189937774005,0.0,0.0,60.55482871660125,18.7077916666667,31714.211349490884,384019.675925926,0.0,0.0,121.23062405312744,1.4578919528531624,0.0019268572462027953,5.4569682106375694e-12,0.0,0.0,264.58162499999986,124.79161405412833,0.0,272.7083333333333,121.04786563250448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.197915088290518,2.672541666666666,4418.127015149773,0.0,after_actions
8.0,0.00030481442554331607,4591.985351149183,18240660.789708648,57.2772609951424,1.0,1099,999,8891,1120732.0977771312,12072.04242844939,455.2622326484926,1,0.020099109410085685,0.02,0.03,1.0,0.0,8669.553707821295,0.0,79808274.8780132,1000,111.7189937774005,111.7189937774005,0.0,0.0,69.9597366680126,21.380333333333404,36095.67362145765,413186.3425925927,0.0,0.0,121.23062405312744,1.4337162712638578,0.00192471893472218,-9.094947017729282e-12,2.9802322387695312e-08,8.731149137020111e-11,264.58162499999986,131.69137615815544,0.0,272.7083333333333,127.74063487341077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.40490795141133,2.672541666666666,4381.462271966768,0.0,after_actions
9.0,0.00031923538145987846,4722.321263500804,17822838.916807007,55.968606043994754,1.0,1099,999,8891,1149898.7644437978,12072.04242844939,481.80151078012744,1,0.020099109410085685,0.02,0.03,1.0,0.0,8527.063715756885,0.0,80221751.64911605,1000,111.7189937774005,111.7189937774005,0.0,0.0,79.44127471413043,24.052875000000107,40440.77542021557,442353.0092592594,0.0,0.0,121.23062405312744,1.4077864351487726,0.0019225403696381345,-1.0913936421275139e-11,1.4901161193847656e-08,-5.820766091346741e-11,264.58162499999986,134.24571264837232,0.0,272.7083333333333,130.21834126892114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.481538046117837,2.672541666666666,4345.101798757912,0.0,after_actions
