hour,price,eth_principal,token_principal,sqrt,scale,branches,charters,remaining_slots,pending,withdrawn_7d,protected_branch_balance,protected_branch_count,resolution_fee_small,buy_tax,sell_tax,multiplier,banker_cash,speculator_cash,banker_inventory,speculator_inventory,prospective_cash,contraction_eth,expansion_eth,pol_eth,team_eth,unallocated_hook_fees,uncollected_lp_eth,uncollected_lp_tokens,issued,physical_burned,ledger_burned,recycle_buffer,momentum_day,forecast_price_7d,eth_accounting_error,token_accounting_error,ledger_accounting_error,pool_buy_eth,pool_sell_eth_gross,pol_added_eth,spec_buy_eth,spec_sell_eth,license_buy_eth,prefund_buy_eth,banker_inventory_sell_eth,withdraw_sell_eth,buyback_eth,pol_buy_eth,charter_eth,new_capital_eth,licenses_internal,licenses_external,license_tokens_internal,license_tokens_inventory,license_tokens_fresh,prefund_tokens,branches_retired,charters_created,gross_withdrawn,resolution_fee_tokens,hook_tax_eth,lp_fee_eth,lp_fee_tokens,licenses_bought,phase,elapsed_days,timestamp_utc
0.0,0.0001849385838709796,3352.87912897183,23460570.301330138,73.53366904231206,1.0,1099,999,8891,887398.7644437979,12072.04242844939,242.94800759541397,1,0.020099109410085685,0.02,0.03,1.0,1999.9999999999995,10000.0,1494489.2208002629,73129971.81921288,1000,111.7189937774005,111.7189937774005,0.0,0.0,0.0,0.0,0.0,179853.00925925927,0.0,0.0,121.23062405312744,1.4146164664070873,0.0001849385838709796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,initial,0.0,2026-09-15 10:09:19 UTC
1.0,0.00017557439695856417,3240.796169325183,24082577.29749105,75.46914108071452,1.0,1097,997,8873,766026.4565390104,162611.01699990348,269.4872857270488,1,0.03552576763257077,0.02,0.03,1.0,2066.5390812724318,10042.181389584815,1252139.6174272473,72890072.31365864,1000,111.7189937774005,111.7189937774005,0.0,0.0,3.362488789399411,0.0,6282.898951120714,209019.67592592593,0.0,2249.0941933199783,2370.324817373106,1.2018003934215615,0.00017557439695856417,0.0,-2.639717422425747e-08,-2.9103830456733704e-11,0.0,112.08295964664694,0.0,0.0,42.18138958481539,0.0,0.0,41.76834540443664,24.770735867995523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,150538.9745714541,4498.188386639957,3.362488789399411,0.0,6282.898951120714,0.0,after_actions,0.041666666666666664,2026-09-15 11:09:19 UTC
2.0,0.0001642438964607423,3101.020862747347,24905687.76476362,78.02888125636849,1.0,1073,980,8727,421524.4819770886,536279.6582284918,296.07494905126634,1,0.18742827006475243,0.02,0.03,1.0,2161.0155370811467,10083.286981156602,1002310.0880242003,72643822.40512466,1000,111.7189937774005,111.7189937774005,0.0,0.0,7.5557479867344925,0.0,14597.146095288463,238186.34259259258,0.0,21410.776567736943,21532.007191790068,0.9776969376095146,0.0001642438964607423,0.0,-7.479684427380562e-08,-2.3283064365386963e-10,0.0,139.7753065778361,0.0,0.0,41.10559157178624,0.0,0.0,40.875690933310544,53.60076487540423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,373668.64122858836,38323.36474883393,4.193259197335085,0.0,8314.2471441677,0.0,after_actions,0.08333333333333333,2026-09-15 12:09:19 UTC
3.0,0.00015743559279790786,3014.676176344652,25442644.384497,79.69820463263886,1.0,1071,978,8709,414515.40714148426,572455.3997307628,323.257303819828,1,0.21073363537861395,0.02,0.03,1.0,2204.9800714650896,10123.076792583273,743504.6473851157,72389011.12049168,1000,111.7189937774005,111.7189937774005,0.0,0.0,10.146088578815352,0.0,20020.9503350198,267353.00925925927,0.0,25116.79796834819,25238.028592401315,0.8182845061320402,0.00015743559279790786,0.0,-6.944173946976662e-08,-2.3283064365386963e-10,0.0,86.34468640269506,0.0,0.0,39.789811426671626,0.0,0.0,39.61104684135988,4.353487542582684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,36175.74150227101,7412.042801222495,2.5903405920808527,0.0,5423.804239731289,0.0,after_actions,0.125,2026-09-15 13:09:19 UTC
4.0,0.00015125634347044051,2934.7022159163216,25960895.04027989,81.30985775612045,1.0,1071,978,8709,443682.073808151,572455.3997307628,350.4904192882376,1,0.21073363537861395,0.02,0.03,1.0,2243.6089692422665,10162.022636421578,480211.2511280123,72128819.00585693,1000,111.7189937774005,111.7189937774005,0.0,0.0,12.545307391665276,0.0,25255.805443938305,296519.67592592596,0.0,25116.79796834819,25238.028592401315,0.67602319548995,0.00015125634347044051,3.637978807091713e-12,-1.1414522305130959e-07,-1.1641532182693481e-10,0.0,79.97396042833043,0.0,0.0,38.94584383830394,0.0,0.0,38.6288977771766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3992188128499126,0.0,5234.855108918458,0.0,after_actions,0.16666666666666666,2026-09-15 14:09:19 UTC
5.0,0.00014531235398528787,2856.2266154683953,26490225.03996708,82.95617725697298,1.0,1071,978,8709,472848.7404748177,572455.3997307628,377.7235347566472,1,0.21073363537861395,0.02,0.03,1.0,2281.5642208750937,10200.188717223238,210933.91404688393,71863419.57557729,1000,111.7189937774005,111.7189937774005,0.0,0.0,14.899575405103064,0.0,30602.573117546075,325686.34259259264,0.0,25116.79796834819,25238.028592401315,0.5450404444892133,0.00014531235398528787,0.0,-1.1414522305130959e-07,0.0,0.0,78.47560044792635,0.0,0.0,38.16608080166116,0.0,0.0,37.955251632827405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3542680134377933,0.0,5346.767673607725,0.0,after_actions,0.20833333333333334,2026-09-15 15:09:19 UTC
6.0,0.0001402676553618325,2788.354890396793,26965624.82914245,84.43475181986254,1.0,1071,978,8709,502015.40714148426,572455.3997307628,404.9566502250568,1,0.21073363537861395,0.02,0.03,1.0,2309.9924178919046,10237.59609352588,1495.985206006269,71592655.6971702,1000,111.7189937774005,111.7189937774005,0.0,0.0,16.935727157251126,0.0,35404.59119002576,354853.0092592593,0.0,25116.79796834819,25238.028592401315,0.43365939462146774,0.0001402676553618325,0.0,-2.1845335140824318e-07,-1.1641532182693481e-10,0.0,67.87172507160221,0.0,0.0,37.407376302643236,0.0,0.0,28.428197016810927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0361517521480654,0.0,4802.01807247964,0.0,after_actions,0.25,2026-09-15 16:09:19 UTC
7.0,0.00013749016969351736,2750.460206656569,27238499.870666336,85.28333518336242,1.0,1071,978,8709,531182.0738081511,572455.3997307628,432.1897656934664,1,0.21073363537861395,0.02,0.03,1.0,2309.9924178919046,10274.353936753898,1495.985206006269,71317024.34209558,1000,111.7189937774005,111.7189937774005,0.0,0.0,18.072567669457843,0.0,38160.90474077189,384019.675925926,0.0,25116.79796834819,25238.028592401315,0.3606072228950897,0.00013749016969351736,0.0,-2.0355219021439552e-07,0.0,0.0,37.89468374022408,0.0,0.0,36.75784322801736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1368405122067224,0.0,2756.313550746117,0.0,after_actions,0.2916666666666667,2026-09-15 17:09:19 UTC
8.0,0.00013476768192630638,2712.950132134745,27514061.54619651,86.14044695145033,1.0,1071,978,8709,560348.7404748177,572455.3997307628,459.42288116187603,1,0.21073363537861395,0.02,0.03,1.0,2309.9924178919046,10310.738709040068,1495.985206006269,71038679.21529745,1000,111.7189937774005,111.7189937774005,0.0,0.0,19.19786990511255,0.0,40944.35600875335,413186.3425925927,0.0,25116.79796834819,25238.028592401315,0.293395980321694,0.00013476768192630638,3.637978807091713e-12,-1.8865102902054787e-07,0.0,0.0,37.51007452182375,0.0,0.0,36.38477228616904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1253022356547127,0.0,2783.4512679814584,0.0,after_actions,0.3333333333333333,2026-09-15 18:09:19 UTC
9.0,0.00013209910302879225,2675.8189188662727,27792350.72969947,87.00617283601733,1.0,1071,978,8709,589515.4071414844,572455.3997307628,486.65599663028564,1,0.21073363537861395,0.02,0.03,1.0,2309.9924178919046,10346.755985910488,1495.985206006269,70757579.0299409,1000,111.7189937774005,111.7189937774005,0.0,0.0,20.311806303166726,0.0,43755.357862318655,442353.0092592594,0.0,25116.79796834819,25238.028592401315,0.23155865199174408,0.00013209910302879225,0.0,-2.0355219021439552e-07,0.0,0.0,37.13121326847249,0.0,0.0,36.017276870418314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1139363980541748,0.0,2811.001853565308,0.0,after_actions,0.375,2026-09-15 19:09:19 UTC
